source	target
GO:0006915	16
GO:0006915	26574
GO:0006915	25
GO:0006915	29
GO:0006915	10449
GO:0006915	340485
GO:0006915	22985
GO:0006915	57007
GO:0006915	70
GO:0006915	87
GO:0006915	88
GO:0006915	89
GO:0006915	81
GO:0006915	90
GO:0006915	91
GO:0006915	130399
GO:0006915	100
GO:0006915	102
GO:0006915	6868
GO:0006915	101
GO:0006915	80070
GO:0006915	54507
GO:0006915	103
GO:0006915	104
GO:0006915	55811
GO:0006915	116
GO:0006915	9370
GO:0006915	133
GO:0006915	23394
GO:0006915	134
GO:0006915	135
GO:0006915	148
GO:0006915	64782
GO:0006915	116986
GO:0006915	192670
GO:0006915	183
GO:0006915	186
GO:0006915	54806
GO:0006915	196
GO:0006915	199
GO:0006915	9131
GO:0006915	84883
GO:0006915	150209
GO:0006915	9447
GO:0006915	9255
GO:0006915	7965
GO:0006915	23746
GO:0006915	9590
GO:0006915	11214
GO:0006915	231
GO:0006915	8644
GO:0006915	207
GO:0006915	84335
GO:0006915	208
GO:0006915	64400
GO:0006915	213
GO:0006915	8854
GO:0006915	220
GO:0006915	238
GO:0006915	8846
GO:0006915	239
GO:0006915	247
GO:0006915	115701
GO:0006915	257
GO:0006915	60529
GO:0006915	55626
GO:0006915	347902
GO:0006915	284
GO:0006915	51378
GO:0006915	51129
GO:0006915	23141
GO:0006915	27063
GO:0006915	81573
GO:0006915	26287
GO:0006915	196527
GO:0006915	10541
GO:0006915	301
GO:0006915	307
GO:0006915	308
GO:0006915	309
GO:0006915	317
GO:0006915	322
GO:0006915	323
GO:0006915	324
GO:0006915	328
GO:0006915	51107
GO:0006915	83464
GO:0006915	8539
GO:0006915	51074
GO:0006915	333
GO:0006915	348
GO:0006915	350
GO:0006915	351
GO:0006915	26060
GO:0006915	358
GO:0006915	367
GO:0006915	369
GO:0006915	9870
GO:0006915	378
GO:0006915	382
GO:0006915	384
GO:0006915	79658
GO:0006915	396
GO:0006915	9138
GO:0006915	9826
GO:0006915	23365
GO:0006915	27237
GO:0006915	9828
GO:0006915	23370
GO:0006915	128272
GO:0006915	9181
GO:0006915	26084
GO:0006915	50650
GO:0006915	50649
GO:0006915	7984
GO:0006915	9459
GO:0006915	8874
GO:0006915	23229
GO:0006915	23204
GO:0006915	10550
GO:0006915	9915
GO:0006915	408
GO:0006915	409
GO:0006915	56624
GO:0006915	429
GO:0006915	40
GO:0006915	440
GO:0006915	55210
GO:0006915	79915
GO:0006915	85300
GO:0006915	1386
GO:0006915	467
GO:0006915	468
GO:0006915	22809
GO:0006915	22926
GO:0006915	64422
GO:0006915	84971
GO:0006915	9474
GO:0006915	10533
GO:0006915	472
GO:0006915	1822
GO:0006915	474
GO:0006915	475
GO:0006915	487
GO:0006915	93974
GO:0006915	6790
GO:0006915	9212
GO:0006915	57099
GO:0006915	551
GO:0006915	8312
GO:0006915	558
GO:0006915	566
GO:0006915	2683
GO:0006915	9577
GO:0006915	23621
GO:0006915	572
GO:0006915	573
GO:0006915	9531
GO:0006915	9530
GO:0006915	9529
GO:0006915	7917
GO:0006915	578
GO:0006915	580
GO:0006915	56751
GO:0006915	581
GO:0006915	27113
GO:0006915	55973
GO:0006915	10134
GO:0006915	9564
GO:0006915	8915
GO:0006915	64919
GO:0006915	596
GO:0006915	597
GO:0006915	598
GO:0006915	10017
GO:0006915	10018
GO:0006915	83596
GO:0006915	23786
GO:0006915	79370
GO:0006915	440603
GO:0006915	599
GO:0006915	602
GO:0006915	604
GO:0006915	9275
GO:0006915	9274
GO:0006915	9774
GO:0006915	624
GO:0006915	627
GO:0006915	8678
GO:0006915	84707
GO:0006915	27018
GO:0006915	51283
GO:0006915	80823
GO:0006915	637
GO:0006915	638
GO:0006915	274
GO:0006915	329
GO:0006915	330
GO:0006915	332
GO:0006915	57448
GO:0006915	79444
GO:0006915	112401
GO:0006915	10904
GO:0006915	414899
GO:0006915	282991
GO:0006915	90427
GO:0006915	27302
GO:0006915	9210
GO:0006915	650
GO:0006915	651
GO:0006915	652
GO:0006915	653
GO:0006915	654
GO:0006915	655
GO:0006915	353500
GO:0006915	656
GO:0006915	658
GO:0006915	659
GO:0006915	660
GO:0006915	662
GO:0006915	663
GO:0006915	664
GO:0006915	665
GO:0006915	149428
GO:0006915	666
GO:0006915	673
GO:0006915	221927
GO:0006915	672
GO:0006915	675
GO:0006915	25855
GO:0006915	9024
GO:0006915	685
GO:0006915	694
GO:0006915	7832
GO:0006915	695
GO:0006915	699
GO:0006915	701
GO:0006915	83636
GO:0006915	10438
GO:0006915	708
GO:0006915	285237
GO:0006915	728
GO:0006915	387263
GO:0006915	NA
GO:0006915	79886
GO:0006915	23705
GO:0006915	51063
GO:0006915	811
GO:0006915	57118
GO:0006915	815
GO:0006915	817
GO:0006915	11132
GO:0006915	824
GO:0006915	825
GO:0006915	29775
GO:0006915	84433
